Date,Open,High,Low,Price
"Sep 16, 2020","1,961.30","1,961.40","1,956.70","1,960.20"
"Sep 15, 2020","1,955.80","1,968.50","1,955.80","1,956.30"
"Sep 14, 2020","1,946.30","1,953.10","1,943.00","1,953.10"
"Sep 11, 2020","1,944.00","1,949.50","1,937.80","1,937.80"
"Sep 10, 2020","1,944.10","1,962.70","1,944.10","1,954.20"
"Sep 09, 2020","1,926.90","1,946.20","1,924.60","1,944.70"
"Sep 08, 2020","1,930.90","1,937.90","1,903.10","1,933.00"
"Sep 04, 2020","1,927.90","1,939.70","1,917.70","1,923.90"
"Sep 03, 2020","1,937.10","1,938.80","1,923.00","1,927.60"
"Sep 02, 2020","1,967.30","1,967.30","1,934.40","1,934.40"
"Sep 01, 2020","1,961.70","1,986.30","1,961.70","1,968.20"
"Aug 31, 2020","1,970.00","1,971.30","1,953.30","1,967.60"
"Aug 28, 2020","1,927.10","1,971.30","1,922.50","1,964.60"
"Aug 27, 2020","1,948.90","1,972.50","1,921.60","1,921.60"
"Aug 26, 2020","1,909.70","1,950.80","1,909.70","1,940.70"
"Aug 25, 2020","1,927.50","1,928.50","1,911.80","1,911.80"
"Aug 24, 2020","1,930.20","1,940.00","1,922.20","1,927.70"
"Aug 21, 2020","1,941.00","1,945.00","1,908.90","1,934.60"
"Aug 20, 2020","1,941.20","1,948.30","1,922.30","1,933.80"
"Aug 19, 2020","1,980.00","1,980.00","1,938.70","1,958.70"
"Aug 18, 2020","2,001.10","2,002.80","1,972.10","1,999.40"
"Aug 17, 2020","1,949.60","1,985.00","1,949.60","1,985.00"
"Aug 14, 2020","1,938.70","1,947.40","1,937.00","1,937.00"
"Aug 13, 2020","1,921.50","1,957.40","1,916.90","1,956.70"
"Aug 12, 2020","1,923.00","1,946.60","1,871.60","1,934.90"
"Aug 11, 2020","2,012.40","2,016.00","1,904.00","1,932.60"
"Aug 10, 2020","2,026.40","2,043.80","2,017.50","2,024.40"
"Aug 07, 2020","2,040.10","2,055.00","2,009.60","2,010.10"
"Aug 06, 2020","2,045.50","2,063.00","2,040.00","2,051.50"
"Aug 05, 2020","2,024.00","2,050.20","2,011.00","2,031.10"
"Aug 04, 2020","1,971.00","2,016.20","1,968.80","2,001.20"
"Aug 03, 2020","1,984.30","1,984.30","1,955.50","1,966.00"
"Jul 31, 2020","1,948.60","1,981.10","1,948.00","1,962.80"
"Jul 30, 2020","1,963.40","1,965.10","1,930.00","1,942.30"
"Jul 29, 2020","1,953.20","1,953.50","1,952.60","1,953.50"
"Jul 28, 2020","1,931.50","1,944.70","1,928.60","1,944.70"
"Jul 27, 2020","1,901.70","1,938.00","1,901.50","1,931.00"
"Jul 24, 2020","1,884.30","1,897.30","1,884.30","1,897.30"
"Jul 23, 2020","1,868.70","1,890.30","1,868.50","1,889.10"
"Jul 22, 2020","1,858.10","1,867.00","1,854.70","1,864.10"
"Jul 21, 2020","1,822.00","1,842.40","1,822.00","1,842.40"
"Jul 20, 2020","1,807.00","1,817.30","1,807.00","1,815.90"
"Jul 17, 2020","1,798.50","1,810.10","1,798.50","1,808.30"
"Jul 16, 2020","1,810.90","1,810.90","1,794.30","1,798.70"
"Jul 15, 2020","1,806.10","1,813.50","1,806.10","1,811.40"
"Jul 14, 2020","1,791.00","1,811.50","1,791.00","1,810.60"
"Jul 13, 2020","1,805.00","1,811.00","1,805.00","1,811.00"
"Jul 10, 2020","1,805.50","1,805.50","1,797.70","1,798.20"
"Jul 09, 2020","1,816.10","1,819.80","1,799.20","1,799.20"
"Jul 08, 2020","1,801.50","1,817.90","1,801.50","1,815.50"
"Jul 07, 2020","1,789.30","1,804.20","1,783.30","1,804.20"
"Jul 06, 2020","1,788.20","1,790.10","1,788.20","1,788.50"
"Jul 02, 2020","1,773.40","1,784.00","1,768.70","1,784.00"
"Jul 01, 2020","1,793.60","1,798.00","1,765.80","1,773.20"
"Jun 30, 2020","1,777.30","1,793.20","1,774.40","1,793.00"
"Jun 29, 2020","1,779.80","1,780.20","1,774.30","1,774.80"
"Jun 26, 2020","1,766.00","1,772.50","1,764.70","1,772.50"
"Jun 25, 2020","1,761.70","1,764.80","1,759.80","1,762.10"
"Jun 24, 2020","1,778.30","1,783.10","1,764.50","1,765.80"
"Jun 23, 2020","1,755.40","1,776.30","1,754.20","1,772.10"
"Jun 22, 2020","1,755.20","1,767.60","1,750.50","1,756.70"
"Jun 19, 2020","1,723.70","1,750.70","1,723.50","1,745.90"
"Jun 18, 2020","1,730.50","1,734.10","1,717.30","1,724.80"
"Jun 17, 2020","1,714.70","1,729.20","1,714.70","1,729.20"
"Jun 16, 2020","1,726.30","1,729.60","1,722.40","1,729.60"
"Jun 15, 2020","1,730.00","1,730.00","1,703.30","1,720.30"
"Jun 12, 2020","1,724.90","1,743.00","1,724.90","1,729.30"
"Jun 11, 2020","1,737.20","1,744.10","1,720.00","1,732.00"
"Jun 10, 2020","1,716.10","1,740.80","1,711.90","1,713.30"
"Jun 09, 2020","1,694.60","1,720.90","1,692.00","1,714.70"
"Jun 08, 2020","1,679.10","1,699.40","1,675.90","1,698.30"
"Jun 05, 2020","1,711.80","1,711.80","1,668.60","1,676.20"
"Jun 04, 2020","1,694.50","1,718.90","1,694.50","1,718.90"
"Jun 03, 2020","1,726.30","1,726.30","1,684.50","1,697.80"
"Jun 02, 2020","1,743.00","1,745.50","1,721.80","1,725.20"
"Jun 01, 2020","1,740.40","1,747.00","1,727.10","1,737.80"
"May 29, 2020","1,718.80","1,738.30","1,715.10","1,736.90"
"May 28, 2020","1,709.30","1,727.80","1,705.00","1,713.30"
"May 27, 2020","1,685.60","1,710.30","1,685.60","1,710.30"
"May 26, 2020","1,726.40","1,726.40","1,704.80","1,704.80"
"May 22, 2020","1,726.60","1,734.60","1,726.60","1,734.60"
"May 21, 2020","1,746.80","1,746.80","1,720.50","1,720.50"
"May 20, 2020","1,751.60","1,752.10","1,745.60","1,750.60"
"May 19, 2020","1,744.20","1,749.50","1,744.20","1,744.20"
"May 18, 2020","1,755.70","1,770.50","1,731.80","1,731.80"
"May 15, 2020","1,739.70","1,753.40","1,739.70","1,753.40"
"May 14, 2020","1,724.30","1,743.10","1,720.50","1,738.10"
"May 13, 2020","1,702.00","1,721.30","1,701.90","1,713.90"
"May 12, 2020","1,699.30","1,713.10","1,699.30","1,704.40"
"May 11, 2020","1,702.30","1,704.50","1,690.20","1,695.30"
"May 08, 2020","1,726.20","1,728.90","1,703.80","1,709.90"
"May 07, 2020","1,686.20","1,721.80","1,685.60","1,721.80"
"May 06, 2020","1,704.00","1,704.00","1,684.20","1,684.20"
"May 05, 2020","1,701.50","1,704.40","1,697.20","1,704.40"
"May 04, 2020","1,702.60","1,709.00","1,699.60","1,706.90"
"May 01, 2020","1,686.60","1,701.50","1,670.50","1,694.50"
"Apr 30, 2020","1,719.30","1,719.30","1,680.80","1,684.20"
"Apr 29, 2020","1,710.00","1,713.50","1,702.00","1,703.40"
"Apr 28, 2020","1,716.60","1,716.60","1,707.10","1,710.50"
"Apr 27, 2020","1,731.90","1,731.90","1,711.90","1,711.90"
"Apr 24, 2020","1,744.00","1,744.00","1,714.50","1,723.50"
"Apr 23, 2020","1,734.00","1,745.10","1,733.30","1,733.30"
"Apr 22, 2020","1,696.00","1,728.70","1,684.80","1,728.70"
"Apr 21, 2020","1,697.00","1,707.10","1,659.90","1,678.20"
"Apr 20, 2020","1,686.00","1,701.60","1,680.00","1,701.60"
"Apr 17, 2020","1,715.70","1,725.00","1,684.90","1,689.20"
"Apr 16, 2020","1,731.00","1,750.60","1,715.00","1,720.40"
"Apr 15, 2020","1,739.40","1,744.90","1,722.70","1,727.20"
"Apr 14, 2020","1,756.80","1,775.00","1,739.50","1,756.70"
"Apr 13, 2020","1,722.00","1,756.80","1,710.70","1,744.80"
"Apr 09, 2020","1,662.70","1,736.20","1,662.70","1,736.20"
"Apr 08, 2020","1,669.70","1,677.00","1,662.50","1,665.40"
"Apr 07, 2020","1,695.70","1,724.40","1,658.00","1,664.80"
"Apr 06, 2020","1,629.10","1,696.70","1,625.90","1,677.00"
"Apr 03, 2020","1,624.50","1,636.00","1,619.80","1,633.70"
"Apr 02, 2020","1,590.90","1,631.20","1,586.00","1,625.70"
"Apr 01, 2020","1,570.00","1,600.00","1,570.00","1,578.20"
"Mar 31, 2020","1,618.70","1,621.00","1,576.00","1,583.40"
"Mar 30, 2020","1,641.20","1,652.80","1,607.20","1,622.00"
"Mar 27, 2020","1,623.90","1,623.90","1,623.90","1,623.90"
"Mar 26, 2020","1,660.50","1,660.50","1,650.10","1,650.10"
"Mar 25, 2020","1,676.50","1,676.50","1,631.10","1,632.30"
"Mar 24, 2020","1,592.70","1,685.50","1,592.70","1,660.20"
"Mar 23, 2020","1,505.30","1,567.00","1,490.20","1,567.00"
"Mar 20, 2020","1,483.50","1,484.00","1,483.50","1,484.00"
"Mar 19, 2020","1,481.50","1,491.60","1,471.00","1,478.60"
"Mar 18, 2020","1,537.50","1,542.00","1,477.30","1,477.30"
"Mar 17, 2020","1,469.30","1,537.70","1,469.30","1,524.90"
"Mar 16, 2020","1,569.10","1,569.10","1,452.10","1,485.90"
"Mar 13, 2020","1,574.90","1,589.80","1,513.80","1,515.70"
"Mar 12, 2020","1,637.00","1,647.50","1,566.40","1,589.30"
"Mar 11, 2020","1,656.60","1,666.50","1,635.00","1,641.40"
"Mar 10, 2020","1,671.60","1,674.60","1,643.00","1,659.10"
"Mar 09, 2020","1,696.10","1,701.60","1,657.70","1,674.50"
"Mar 06, 2020","1,670.80","1,686.20","1,647.20","1,670.80"
"Mar 05, 2020","1,637.30","1,672.90","1,637.20","1,666.40"
"Mar 04, 2020","1,645.40","1,645.90","1,631.30","1,641.10"
"Mar 03, 2020","1,594.50","1,645.30","1,594.00","1,642.10"
"Mar 02, 2020","1,583.90","1,608.30","1,574.30","1,592.30"
"Feb 28, 2020","1,640.30","1,642.50","1,564.10","1,564.10"
"Feb 27, 2020","1,641.10","1,658.00","1,638.50","1,640.00"
"Feb 26, 2020","1,644.00","1,648.10","1,636.40","1,640.00"
"Feb 25, 2020","1,645.10","1,653.70","1,632.30","1,646.90"
"Feb 24, 2020","1,657.00","1,686.60","1,650.00","1,672.40"
"Feb 21, 2020","1,619.30","1,645.00","1,619.30","1,644.60"
"Feb 20, 2020","1,606.50","1,621.00","1,603.00","1,616.60"
"Feb 19, 2020","1,600.60","1,610.50","1,599.70","1,607.50"
"Feb 18, 2020","1,579.80","1,604.30","1,579.80","1,600.00"
"Feb 14, 2020","1,575.80","1,582.70","1,574.80","1,582.70"
"Feb 13, 2020","1,570.20","1,575.10","1,570.20","1,575.10"
"Feb 12, 2020","1,565.20","1,568.70","1,561.00","1,567.40"
"Feb 11, 2020","1,570.90","1,571.10","1,561.90","1,565.60"
"Feb 10, 2020","1,569.30","1,574.70","1,568.60","1,574.70"
"Feb 07, 2020","1,564.90","1,571.90","1,560.50","1,568.60"
"Feb 06, 2020","1,553.60","1,565.60","1,551.60","1,565.10"
"Feb 05, 2020","1,553.20","1,560.70","1,547.70","1,557.80"
"Feb 04, 2020","1,577.70","1,577.70","1,547.80","1,550.40"
"Feb 03, 2020","1,592.90","1,593.30","1,568.20","1,577.20"
"Jan 31, 2020","1,573.40","1,589.00","1,570.00","1,582.90"
"Jan 30, 2020","1,576.80","1,585.00","1,571.40","1,583.50"
"Jan 29, 2020","1,569.80","1,569.80","1,569.80","1,569.80"
"Jan 28, 2020","1,576.40","1,576.40","1,569.20","1,569.20"
"Jan 27, 2020","1,584.30","1,584.50","1,576.80","1,576.80"
"Jan 24, 2020","1,556.30","1,571.10","1,556.30","1,571.10"
"Jan 23, 2020","1,553.10","1,564.60","1,552.20","1,564.60"
"Jan 22, 2020","1,549.80","1,557.10","1,549.80","1,555.30"
"Jan 21, 2020","1,559.30","1,566.20","1,551.00","1,556.40"
"Jan 17, 2020","1,554.10","1,558.80","1,553.60","1,558.80"
"Jan 16, 2020","1,555.70","1,556.10","1,548.50","1,549.00"
"Jan 15, 2020","1,548.00","1,553.90","1,545.60","1,552.10"
"Jan 14, 2020","1,546.70","1,546.70","1,534.90","1,542.40"
"Jan 13, 2020","1,557.40","1,558.00","1,548.40","1,548.40"
"Jan 10, 2020","1,551.20","1,558.80","1,545.40","1,557.50"
"Jan 09, 2020","1,555.70","1,555.70","1,543.30","1,551.70"
"Jan 08, 2020","1,579.70","1,604.20","1,552.30","1,557.40"
"Jan 07, 2020","1,558.30","1,576.30","1,558.30","1,571.80"
"Jan 06, 2020","1,580.00","1,580.00","1,560.40","1,566.20"
"Jan 03, 2020","1,530.10","1,552.70","1,530.10","1,549.20"
"Jan 02, 2020","1,518.10","1,528.70","1,518.00","1,524.50"
"Dec 31, 2019","1,513.80","1,523.40","1,513.80","1,519.50"
"Dec 30, 2019","1,512.60","1,515.10","1,510.00","1,514.50"
"Dec 27, 2019","1,513.80","1,513.80","1,513.80","1,513.80"
"Dec 26, 2019","1,505.20","1,512.30","1,505.00","1,509.30"
"Dec 24, 2019","1,488.70","1,499.10","1,488.70","1,499.10"
"Dec 23, 2019","1,482.30","1,482.50","1,479.90","1,482.50"
"Dec 20, 2019","1,476.70","1,478.10","1,474.70","1,474.70"
"Dec 19, 2019","1,475.90","1,478.90","1,473.30","1,478.20"
"Dec 18, 2019","1,472.60","1,472.60","1,472.60","1,472.60"
"Dec 17, 2019","1,474.10","1,476.90","1,474.00","1,474.60"
"Dec 16, 2019","1,473.80","1,475.30","1,473.80","1,475.00"
"Dec 13, 2019","1,463.10","1,475.90","1,463.10","1,475.60"
"Dec 12, 2019","1,475.10","1,483.90","1,463.70","1,466.70"
"Dec 11, 2019","1,463.10","1,475.40","1,463.10","1,469.40"
"Dec 10, 2019","1,460.70","1,467.20","1,460.70","1,462.60"
"Dec 09, 2019","1,458.80","1,464.20","1,458.60","1,459.30"
"Dec 06, 2019","1,475.00","1,476.00","1,458.20","1,459.10"
"Dec 05, 2019","1,474.70","1,478.00","1,472.30","1,476.90"
"Dec 04, 2019","1,477.50","1,483.40","1,471.20","1,474.00"
"Dec 03, 2019","1,461.60","1,480.40","1,459.50","1,478.20"
"Dec 02, 2019","1,462.80","1,464.40","1,453.30","1,462.30"
"Nov 29, 2019","1,453.60","1,465.60","1,452.10","1,465.60"
"Nov 27, 2019","1,461.10","1,461.90","1,452.00","1,453.40"
"Nov 26, 2019","1,459.80","1,459.80","1,459.80","1,459.80"
"Nov 25, 2019","1,457.10","1,457.10","1,455.50","1,456.60"
"Nov 22, 2019","1,468.60","1,468.60","1,463.10","1,463.10"
"Nov 21, 2019","1,463.10","1,463.10","1,463.10","1,463.10"
"Nov 20, 2019","1,472.60","1,474.50","1,467.30","1,473.30"
"Nov 19, 2019","1,467.70","1,474.30","1,467.70","1,473.30"
"Nov 18, 2019","1,472.00","1,472.00","1,469.70","1,470.90"
"Nov 15, 2019","1,469.10","1,469.10","1,467.30","1,467.30"
"Nov 14, 2019","1,463.80","1,471.80","1,463.70","1,471.80"
"Nov 13, 2019","1,456.80","1,463.30","1,456.80","1,461.70"
"Nov 12, 2019","1,454.90","1,454.90","1,447.10","1,452.10"
"Nov 11, 2019","1,461.00","1,461.00","1,449.30","1,455.50"
"Nov 08, 2019","1,469.10","1,469.10","1,461.30","1,461.30"
"Nov 07, 2019","1,489.10","1,489.10","1,464.20","1,464.20"
"Nov 06, 2019","1,483.20","1,491.00","1,483.20","1,490.20"
"Nov 05, 2019","1,507.10","1,507.10","1,480.80","1,480.80"
"Nov 04, 2019","1,511.60","1,511.60","1,508.00","1,508.00"
"Nov 01, 2019","1,511.00","1,511.60","1,503.00","1,508.00"
"Oct 31, 2019","1,496.10","1,513.10","1,496.10","1,511.40"
"Oct 30, 2019","1,487.20","1,495.40","1,481.00","1,493.20"
"Oct 29, 2019","1,485.90","1,487.00","1,485.90","1,487.00"
"Oct 28, 2019","1,504.10","1,504.10","1,490.00","1,490.00"
"Oct 25, 2019","1,501.40","1,514.30","1,499.00","1,499.50"
"Oct 24, 2019","1,490.50","1,501.20","1,485.90","1,498.90"
"Oct 23, 2019","1,486.40","1,490.30","1,486.40","1,489.90"
"Oct 22, 2019","1,483.40","1,483.50","1,481.70","1,481.70"
"Oct 21, 2019","1,489.90","1,489.90","1,481.50","1,482.40"
"Oct 18, 2019","1,487.30","1,489.10","1,486.60","1,488.20"
"Oct 17, 2019","1,486.20","1,493.20","1,485.80","1,492.30"
"Oct 16, 2019","1,482.00","1,488.00","1,480.00","1,488.00"
"Oct 15, 2019","1,488.90","1,495.40","1,476.60","1,477.60"
"Oct 14, 2019","1,484.40","1,493.50","1,481.30","1,491.70"
"Oct 11, 2019","1,491.90","1,494.90","1,476.90","1,482.70"
"Oct 10, 2019","1,511.20","1,511.20","1,490.60","1,494.80"
"Oct 09, 2019","1,507.70","1,507.70","1,498.40","1,506.10"
"Oct 08, 2019","1,489.40","1,506.30","1,489.30","1,497.20"
"Oct 07, 2019","1,504.80","1,505.80","1,489.10","1,497.70"
"Oct 04, 2019","1,505.60","1,508.70","1,497.10","1,506.20"
"Oct 03, 2019","1,497.40","1,518.20","1,496.60","1,507.10"
"Oct 02, 2019","1,476.60","1,503.70","1,474.10","1,501.00"
"Oct 01, 2019","1,468.70","1,485.50","1,458.30","1,482.00"
"Sep 30, 2019","1,495.90","1,495.90","1,463.50","1,465.70"
"Sep 27, 2019","1,504.20","1,506.10","1,485.60","1,499.10"
"Sep 26, 2019","1,507.50","1,507.50","1,507.50","1,507.50"
"Sep 25, 2019","1,527.60","1,527.90","1,504.60","1,504.60"
"Sep 24, 2019","1,515.10","1,533.00","1,515.10","1,532.10"
"Sep 23, 2019","1,515.50","1,523.70","1,515.50","1,523.70"
"Sep 20, 2019","1,503.00","1,507.30","1,503.00","1,507.30"
"Sep 19, 2019","1,496.10","1,502.40","1,496.10","1,498.40"
"Sep 18, 2019","1,508.90","1,509.40","1,489.30","1,507.50"
"Sep 17, 2019","1,497.90","1,505.10","1,497.90","1,505.10"
"Sep 16, 2019","1,506.60","1,506.80","1,496.90","1,503.10"
"Sep 13, 2019","1,490.90","1,490.90","1,486.90","1,490.90"
"Sep 12, 2019","1,499.50","1,515.40","1,498.70","1,498.70"
"Sep 11, 2019","1,491.70","1,496.60","1,490.20","1,494.40"
"Sep 10, 2019","1,498.50","1,498.50","1,486.90","1,490.30"
"Sep 09, 2019","1,509.00","1,513.00","1,498.00","1,502.20"
"Sep 06, 2019","1,517.30","1,526.00","1,504.50","1,506.20"
"Sep 05, 2019","1,551.00","1,551.10","1,511.10","1,515.40"
"Sep 04, 2019","1,549.00","1,553.20","1,534.80","1,550.30"
"Sep 03, 2019","1,522.90","1,547.30","1,521.00","1,545.90"
"Aug 30, 2019","1,524.60","1,530.40","1,516.70","1,519.10"
"Aug 29, 2019","1,537.50","1,549.30","1,519.60","1,526.50"
"Aug 28, 2019","1,538.10","1,538.10","1,537.80","1,537.80"
"Aug 27, 2019","1,530.50","1,542.10","1,528.50","1,541.00"
"Aug 26, 2019","1,543.20","1,543.30","1,524.30","1,526.30"
"Aug 23, 2019","1,493.50","1,527.60","1,493.50","1,526.60"
"Aug 22, 2019","1,495.10","1,497.30","1,493.80","1,497.30"
"Aug 21, 2019","1,504.90","1,505.00","1,498.80","1,504.60"
"Aug 20, 2019","1,497.50","1,506.10","1,497.50","1,504.60"
"Aug 19, 2019","1,507.20","1,507.60","1,492.90","1,500.40"
"Aug 16, 2019","1,524.60","1,524.60","1,504.70","1,512.50"
"Aug 15, 2019","1,519.80","1,522.70","1,510.60","1,519.60"
"Aug 14, 2019","1,500.00","1,520.50","1,497.00","1,515.90"
"Aug 13, 2019","1,510.40","1,531.40","1,483.70","1,502.20"
"Aug 12, 2019","1,496.00","1,514.90","1,488.10","1,505.30"
"Aug 09, 2019","1,506.20","1,507.50","1,495.60","1,496.60"
"Aug 08, 2019","1,498.40","1,508.50","1,492.00","1,497.70"
"Aug 07, 2019","1,473.50","1,509.90","1,473.20","1,507.30"
"Aug 06, 2019","1,469.70","1,475.00","1,457.70","1,472.40"
"Aug 05, 2019","1,440.40","1,469.70","1,440.40","1,464.60"
"Aug 02, 2019","1,448.00","1,448.00","1,432.30","1,445.60"
"Aug 01, 2019","1,411.30","1,445.20","1,400.90","1,420.90"
"Jul 31, 2019","1,431.30","1,435.80","1,411.20","1,426.10"
"Jul 30, 2019","1,426.30","1,433.90","1,422.10","1,429.70"
"Jul 29, 2019","1,419.60","1,419.60","1,419.60","1,419.60"
"Jul 26, 2019","1,422.80","1,423.00","1,418.50","1,418.50"
"Jul 25, 2019","1,413.90","1,413.90","1,413.90","1,413.90"
"Jul 24, 2019","1,422.80","1,422.80","1,422.80","1,422.80"
"Jul 23, 2019","1,418.60","1,421.30","1,416.30","1,420.10"
"Jul 22, 2019","1,425.30","1,425.30","1,424.00","1,425.30"
"Jul 19, 2019","1,440.50","1,442.00","1,425.10","1,425.10"
"Jul 18, 2019","1,422.30","1,444.20","1,419.50","1,426.10"
"Jul 17, 2019","1,404.60","1,421.30","1,404.60","1,421.30"
"Jul 16, 2019","1,413.60","1,413.70","1,405.00","1,409.20"
"Jul 15, 2019","1,414.40","1,415.00","1,411.40","1,411.40"
"Jul 12, 2019","1,405.60","1,410.10","1,405.60","1,409.90"
"Jul 11, 2019","1,424.00","1,424.00","1,404.30","1,404.30"
"Jul 10, 2019","1,409.90","1,410.10","1,409.90","1,410.10"
"Jul 09, 2019","1,394.50","1,397.50","1,386.20","1,397.50"
"Jul 08, 2019","1,395.90","1,397.00","1,393.60","1,397.00"
"Jul 05, 2019","1,418.30","1,418.30","1,390.20","1,396.70"
"Jul 03, 2019","1,431.00","1,434.00","1,413.10","1,417.70"
"Jul 02, 2019","1,391.10","1,418.40","1,390.80","1,404.60"
"Jul 01, 2019","1,386.60","1,395.80","1,382.80","1,385.60"
"Jun 28, 2019","1,408.30","1,422.00","1,408.30","1,409.70"
"Jun 27, 2019","1,407.00","1,410.80","1,399.80","1,408.40"
"Jun 26, 2019","1,407.20","1,413.30","1,405.80","1,411.60"
"Jun 25, 2019","1,418.10","1,433.30","1,414.90","1,414.90"
"Jun 24, 2019","1,406.00","1,420.60","1,402.10","1,414.30"
"Jun 21, 2019","1,406.00","1,406.00","1,390.30","1,396.20"
"Jun 20, 2019","1,381.50","1,392.90","1,379.50","1,392.90"
"Jun 19, 2019","1,344.00","1,344.60","1,344.00","1,344.60"
"Jun 18, 2019","1,349.30","1,349.30","1,341.60","1,346.60"
"Jun 17, 2019","1,339.00","1,340.30","1,335.00","1,338.70"
"Jun 14, 2019","1,345.40","1,355.40","1,339.30","1,340.10"
"Jun 13, 2019","1,331.60","1,341.10","1,331.60","1,339.20"
"Jun 12, 2019","1,326.90","1,334.50","1,326.90","1,331.90"
"Jun 11, 2019","1,328.40","1,328.40","1,319.10","1,326.40"
"Jun 10, 2019","1,335.80","1,336.50","1,324.10","1,324.70"
"Jun 07, 2019","1,333.10","1,347.70","1,329.80","1,341.20"
"Jun 06, 2019","1,330.80","1,338.70","1,326.20","1,337.60"
"Jun 05, 2019","1,328.90","1,343.30","1,326.30","1,328.30"
"Jun 04, 2019","1,324.30","1,328.60","1,320.80","1,323.40"
"Jun 03, 2019","1,307.00","1,327.80","1,307.00","1,322.70"
"May 31, 2019","1,287.70","1,306.40","1,287.50","1,305.80"
"May 30, 2019","1,279.40","1,288.30","1,273.90","1,287.10"
"May 29, 2019","1,280.60","1,280.60","1,280.60","1,280.60"
"May 28, 2019","1,276.50","1,276.50","1,276.50","1,276.50"
"May 24, 2019","1,283.00","1,283.00","1,283.00","1,283.00"
"May 23, 2019","1,284.80","1,284.80","1,284.80","1,284.80"
"May 22, 2019","1,273.60","1,273.60","1,273.60","1,273.60"
"May 21, 2019","1,272.00","1,272.00","1,272.00","1,272.00"
"May 20, 2019","1,276.10","1,276.10","1,276.10","1,276.10"
"May 17, 2019","1,280.00","1,280.00","1,274.50","1,274.50"
"May 16, 2019","1,285.20","1,285.40","1,285.00","1,285.00"
"May 15, 2019","1,296.90","1,296.90","1,296.00","1,296.30"
"May 14, 2019","1,297.80","1,297.80","1,294.70","1,294.70"
"May 13, 2019","1,286.70","1,300.10","1,281.80","1,300.10"
"May 10, 2019","1,285.40","1,286.50","1,283.30","1,285.70"
"May 09, 2019","1,278.90","1,285.00","1,278.80","1,283.50"
"May 08, 2019","1,279.40","1,279.40","1,279.40","1,279.40"
"May 07, 2019","1,280.50","1,283.50","1,280.50","1,283.50"
"May 06, 2019","1,282.20","1,282.20","1,280.30","1,281.70"
"May 03, 2019","1,270.10","1,279.20","1,270.10","1,279.20"
"May 02, 2019","1,269.20","1,270.80","1,266.60","1,269.70"
"May 01, 2019","1,278.70","1,283.30","1,278.70","1,281.40"
"Apr 30, 2019","1,281.70","1,283.30","1,280.80","1,282.80"
"Apr 29, 2019","1,284.80","1,284.90","1,277.10","1,278.60"
"Apr 26, 2019","1,284.90","1,284.90","1,284.90","1,284.90"
"Apr 25, 2019","1,280.60","1,280.80","1,275.80","1,275.80"
"Apr 24, 2019","1,268.40","1,275.50","1,267.80","1,275.50"
"Apr 23, 2019","1,266.40","1,269.80","1,266.00","1,269.30"
"Apr 22, 2019","1,273.50","1,273.50","1,273.50","1,273.50"
"Apr 18, 2019","1,270.80","1,273.60","1,270.10","1,271.90"
"Apr 17, 2019","1,273.50","1,273.50","1,271.60","1,272.20"
"Apr 16, 2019","1,285.20","1,285.20","1,272.20","1,272.60"
"Apr 15, 2019","1,284.80","1,287.30","1,282.30","1,286.80"
"Apr 12, 2019","1,293.40","1,293.40","1,289.20","1,290.60"
"Apr 11, 2019","1,307.00","1,307.10","1,288.60","1,288.60"
"Apr 10, 2019","1,304.00","1,309.10","1,301.50","1,309.10"
"Apr 09, 2019","1,298.50","1,304.90","1,298.50","1,303.50"
"Apr 08, 2019","1,292.20","1,302.10","1,291.80","1,297.10"
"Apr 05, 2019","1,292.00","1,292.00","1,283.60","1,290.40"
"Apr 04, 2019","1,290.60","1,292.60","1,279.50","1,289.00"
"Apr 03, 2019","1,291.40","1,293.10","1,287.50","1,289.90"
"Apr 02, 2019","1,286.30","1,290.90","1,284.50","1,290.00"
"Apr 01, 2019","1,291.80","1,295.90","1,285.70","1,288.40"
"Mar 29, 2019","1,289.60","1,298.50","1,286.10","1,293.00"
"Mar 28, 2019","1,308.40","1,311.10","1,287.70","1,289.80"
"Mar 27, 2019","1,309.90","1,309.90","1,309.90","1,309.90"
"Mar 26, 2019","1,315.60","1,315.60","1,314.30","1,314.30"
"Mar 25, 2019","1,320.70","1,322.90","1,320.70","1,321.90"
"Mar 22, 2019","1,311.60","1,311.60","1,311.60","1,311.60"
"Mar 21, 2019","1,306.10","1,306.10","1,306.10","1,306.10"
"Mar 20, 2019","1,300.70","1,300.70","1,300.50","1,300.50"
"Mar 19, 2019","1,306.90","1,306.90","1,304.80","1,305.00"
"Mar 18, 2019","1,297.30","1,302.20","1,297.30","1,300.30"
"Mar 15, 2019","1,300.90","1,304.70","1,300.50","1,301.80"
"Mar 14, 2019","1,293.40","1,293.40","1,293.40","1,293.40"
"Mar 13, 2019","1,307.50","1,307.50","1,307.50","1,307.50"
"Mar 12, 2019","1,294.70","1,296.30","1,294.70","1,296.30"
"Mar 11, 2019","1,291.00","1,291.00","1,288.80","1,288.80"
"Mar 08, 2019","1,292.10","1,297.40","1,291.60","1,297.00"
"Mar 07, 2019","1,281.00","1,284.60","1,281.00","1,283.80"
"Mar 06, 2019","1,287.10","1,287.10","1,282.60","1,284.90"
"Mar 05, 2019","1,287.00","1,287.00","1,282.00","1,282.00"
"Mar 04, 2019","1,285.50","1,287.00","1,281.90","1,284.80"
