Date,Open,High,Low,Price
"Feb 03, 2016","1,128.50","1,146.00","1,125.00","1,141.30"
"Feb 02, 2016","1,128.30","1,131.40","1,123.00","1,127.30"
"Feb 01, 2016","1,116.70","1,130.00","1,115.30","1,127.90"
"Jan 29, 2016","1,114.40","1,118.60","1,108.80","1,116.40"
"Jan 28, 2016","1,125.40","1,125.70","1,109.80","1,115.60"
"Jan 27, 2016","1,117.80","1,117.80","1,115.80","1,116.10"
"Jan 26, 2016","1,115.10","1,121.70","1,114.30","1,121.70"
"Jan 25, 2016","1,099.30","1,109.30","1,099.30","1,106.20"
"Jan 22, 2016","1,098.00","1,103.20","1,097.20","1,097.20"
"Jan 21, 2016","1,103.60","1,103.60","1,094.10","1,099.10"
"Jan 20, 2016","1,099.80","1,109.80","1,099.80","1,107.10"
"Jan 19, 2016","1,089.80","1,094.40","1,084.90","1,089.90"
"Jan 18, 2016",-,-,-,-
"Jan 15, 2016","1,085.00","1,095.80","1,081.80","1,091.50"
"Jan 14, 2016","1,091.50","1,091.50","1,073.70","1,073.90"
"Jan 13, 2016","1,081.50","1,093.90","1,081.50","1,087.50"
"Jan 12, 2016","1,093.80","1,098.50","1,084.00","1,085.60"
"Jan 11, 2016","1,105.70","1,107.90","1,096.50","1,096.50"
"Jan 08, 2016","1,111.10","1,111.10","1,093.00","1,097.80"
"Jan 07, 2016","1,091.60","1,109.40","1,091.60","1,107.70"
"Jan 06, 2016","1,081.60","1,093.70","1,081.60","1,091.90"
"Jan 05, 2016","1,075.60","1,081.50","1,075.30","1,078.40"
"Jan 04, 2016","1,063.40","1,082.50","1,063.20","1,075.10"
"Dec 31, 2015","1,061.90","1,062.00","1,058.50","1,060.30"
"Dec 30, 2015","1,068.60","1,070.20","1,059.70","1,060.10"
"Dec 29, 2015","1,079.10","1,079.70","1,077.50","1,077.50"
"Dec 28, 2015","1,077.90","1,098.80","1,070.50","1,070.50"
"Dec 24, 2015","1,074.30","1,077.80","1,073.50","1,077.20"
"Dec 23, 2015","1,074.50","1,074.80","1,069.40","1,069.40"
"Dec 22, 2015","1,078.60","1,078.60","1,073.80","1,074.80"
"Dec 21, 2015","1,070.20","1,081.90","1,070.20","1,081.90"
"Dec 18, 2015","1,053.70","1,070.30","1,052.70","1,066.20"
"Dec 17, 2015","1,072.60","1,072.60","1,050.50","1,050.80"
"Dec 16, 2015","1,064.80","1,078.70","1,064.30","1,078.00"
"Dec 15, 2015","1,064.60","1,066.20","1,061.80","1,062.90"
"Dec 14, 2015","1,074.00","1,076.70","1,060.00","1,064.70"
"Dec 11, 2015","1,067.80","1,079.40","1,064.40","1,076.90"
"Dec 10, 2015","1,073.00","1,076.30","1,071.70","1,073.10"
"Dec 09, 2015","1,075.10","1,086.00","1,070.60","1,077.60"
"Dec 08, 2015","1,071.00","1,078.40","1,069.60","1,076.30"
"Dec 07, 2015","1,084.90","1,086.50","1,067.40","1,076.40"
"Dec 04, 2015","1,063.00","1,088.80","1,058.70","1,084.50"
"Dec 03, 2015","1,054.40","1,064.60","1,046.20","1,061.70"
"Dec 02, 2015","1,068.70","1,069.50","1,049.60","1,054.20"
"Dec 01, 2015","1,064.60","1,074.60","1,063.40","1,063.80"
"Nov 30, 2015","1,056.50","1,068.40","1,052.10","1,065.80"
"Nov 27, 2015","1,070.70","1,074.20","1,051.10","1,056.20"
"Nov 25, 2015","1,070.20","1,072.00","1,068.50","1,070.50"
"Nov 24, 2015","1,073.20","1,079.40","1,073.20","1,074.30"
"Nov 23, 2015","1,070.00","1,071.50","1,066.80","1,066.80"
"Nov 20, 2015","1,082.90","1,082.90","1,076.40","1,076.40"
"Nov 19, 2015","1,077.40","1,082.40","1,077.40","1,078.00"
"Nov 18, 2015","1,064.00","1,071.90","1,064.00","1,068.80"
"Nov 17, 2015","1,075.50","1,075.80","1,065.10","1,068.70"
"Nov 16, 2015","1,092.00","1,092.40","1,083.70","1,083.70"
"Nov 13, 2015","1,083.10","1,085.90","1,080.80","1,080.80"
"Nov 12, 2015","1,086.00","1,086.60","1,080.80","1,080.80"
"Nov 11, 2015","1,091.40","1,091.40","1,084.20","1,084.70"
"Nov 10, 2015","1,090.10","1,091.30","1,085.00","1,088.20"
"Nov 09, 2015","1,088.60","1,088.60","1,087.90","1,087.90"
"Nov 06, 2015","1,105.20","1,109.50","1,084.80","1,087.60"
"Nov 05, 2015","1,107.90","1,110.70","1,104.40","1,104.40"
"Nov 04, 2015","1,119.00","1,121.90","1,106.50","1,106.50"
"Nov 03, 2015","1,133.30","1,134.70","1,114.20","1,114.20"
"Nov 02, 2015","1,137.90","1,138.70","1,132.60","1,135.80"
"Oct 30, 2015","1,147.50","1,147.60","1,139.20","1,141.50"
"Oct 29, 2015","1,158.00","1,162.00","1,144.90","1,147.20"
"Oct 28, 2015","1,175.10","1,182.70","1,175.10","1,177.10"
"Oct 27, 2015","1,164.50","1,166.80","1,162.00","1,166.80"
"Oct 26, 2015","1,165.10","1,170.00","1,163.80","1,167.00"
"Oct 23, 2015","1,166.20","1,178.70","1,163.30","1,163.30"
"Oct 22, 2015","1,166.20","1,168.60","1,163.50","1,166.60"
"Oct 21, 2015","1,175.90","1,176.40","1,164.90","1,167.60"
"Oct 20, 2015","1,168.70","1,179.10","1,168.70","1,178.00"
"Oct 19, 2015","1,176.50","1,177.80","1,169.30","1,173.30"
"Oct 16, 2015","1,182.50","1,184.10","1,176.20","1,183.60"
"Oct 15, 2015","1,184.20","1,188.30","1,177.80","1,187.90"
"Oct 14, 2015","1,172.40","1,189.00","1,167.30","1,180.10"
"Oct 13, 2015","1,163.50","1,166.20","1,154.90","1,165.80"
"Oct 12, 2015","1,155.90","1,166.80","1,155.90","1,164.90"
"Oct 09, 2015","1,151.60","1,157.20","1,151.60","1,156.30"
"Oct 08, 2015","1,142.70","1,146.70","1,138.70","1,144.70"
"Oct 07, 2015","1,147.60","1,152.90","1,143.00","1,149.00"
"Oct 06, 2015","1,136.30","1,150.00","1,136.30","1,146.80"
"Oct 05, 2015","1,137.10","1,141.70","1,132.50","1,138.10"
"Oct 02, 2015","1,112.20","1,141.20","1,105.80","1,137.10"
"Oct 01, 2015","1,115.20","1,119.00","1,113.30","1,114.20"
"Sep 30, 2015","1,124.30","1,126.00","1,112.10","1,115.50"
"Sep 29, 2015","1,132.20","1,134.40","1,124.30","1,127.10"
"Sep 28, 2015","1,133.20","1,133.20","1,132.00","1,132.00"
"Sep 25, 2015","1,149.80","1,149.80","1,143.40","1,146.00"
"Sep 24, 2015","1,133.00","1,155.90","1,133.00","1,153.80"
"Sep 23, 2015","1,128.60","1,132.20","1,128.30","1,131.60"
"Sep 22, 2015","1,132.60","1,135.00","1,122.50","1,125.00"
"Sep 21, 2015","1,137.60","1,138.50","1,130.80","1,133.10"
"Sep 18, 2015","1,128.30","1,141.20","1,127.80","1,138.10"
"Sep 17, 2015","1,118.60","1,130.50","1,117.10","1,117.30"
"Sep 16, 2015","1,109.80","1,119.90","1,109.80","1,119.20"
"Sep 15, 2015","1,104.50","1,104.50","1,102.80","1,102.80"
"Sep 14, 2015","1,107.80","1,108.60","1,104.10","1,107.70"
"Sep 11, 2015","1,110.80","1,111.70","1,098.20","1,103.50"
"Sep 10, 2015","1,107.30","1,113.50","1,105.50","1,109.50"
"Sep 09, 2015","1,123.50","1,123.50","1,102.10","1,102.20"
"Sep 08, 2015","1,119.80","1,124.30","1,116.40","1,120.40"
"Sep 04, 2015","1,123.40","1,125.20","1,116.20","1,120.60"
"Sep 03, 2015","1,130.30","1,132.90","1,120.30","1,123.70"
"Sep 02, 2015","1,137.30","1,140.40","1,130.80","1,132.50"
"Sep 01, 2015","1,133.50","1,144.70","1,133.50","1,138.70"
"Aug 31, 2015","1,131.10","1,134.00","1,124.80","1,131.60"
"Aug 28, 2015","1,125.30","1,139.00","1,123.60","1,133.10"
"Aug 27, 2015","1,127.20","1,127.40","1,118.40","1,122.40"
"Aug 26, 2015","1,139.20","1,143.00","1,119.60","1,124.60"
"Aug 25, 2015","1,151.50","1,155.50","1,134.00","1,138.20"
"Aug 24, 2015","1,164.00","1,169.00","1,147.50","1,153.40"
"Aug 21, 2015","1,154.10","1,166.50","1,150.50","1,159.60"
"Aug 20, 2015","1,132.80","1,153.30","1,132.80","1,153.00"
"Aug 19, 2015","1,117.00","1,134.30","1,116.80","1,128.10"
"Aug 18, 2015","1,118.20","1,118.40","1,110.00","1,117.10"
"Aug 17, 2015","1,113.80","1,122.00","1,113.80","1,118.60"
"Aug 14, 2015","1,113.90","1,118.80","1,112.50","1,112.90"
"Aug 13, 2015","1,124.30","1,124.30","1,113.00","1,115.70"
"Aug 12, 2015","1,106.00","1,124.50","1,101.50","1,123.20"
"Aug 11, 2015","1,103.80","1,116.70","1,094.00","1,107.60"
"Aug 10, 2015","1,093.20","1,107.60","1,089.50","1,104.20"
"Aug 07, 2015","1,088.90","1,098.30","1,081.70","1,094.10"
"Aug 06, 2015","1,084.40","1,092.20","1,083.60","1,090.20"
"Aug 05, 2015","1,086.50","1,090.60","1,082.50","1,085.70"
"Aug 04, 2015","1,085.10","1,093.90","1,080.50","1,090.70"
"Aug 03, 2015","1,095.50","1,097.10","1,085.00","1,089.40"
"Jul 31, 2015","1,087.70","1,102.80","1,079.10","1,094.90"
"Jul 30, 2015","1,096.10","1,097.50","1,081.00","1,088.40"
"Jul 29, 2015","1,096.40","1,096.90","1,092.70","1,092.70"
"Jul 28, 2015","1,097.20","1,097.70","1,096.30","1,096.30"
"Jul 27, 2015","1,100.00","1,102.50","1,093.90","1,096.50"
"Jul 24, 2015","1,078.60","1,100.70","1,078.60","1,085.60"
"Jul 23, 2015","1,097.40","1,097.60","1,087.80","1,094.00"
"Jul 22, 2015","1,093.00","1,095.00","1,086.00","1,091.40"
"Jul 21, 2015","1,097.10","1,106.40","1,097.10","1,103.40"
"Jul 20, 2015","1,130.40","1,130.70","1,095.10","1,106.70"
"Jul 17, 2015","1,144.00","1,144.00","1,130.20","1,131.80"
"Jul 16, 2015","1,146.20","1,146.20","1,142.90","1,143.80"
"Jul 15, 2015","1,154.00","1,154.00","1,144.80","1,147.20"
"Jul 14, 2015","1,157.20","1,157.20","1,153.00","1,153.30"
"Jul 13, 2015","1,159.00","1,159.00","1,151.20","1,155.20"
"Jul 10, 2015","1,160.10","1,161.40","1,157.50","1,157.70"
"Jul 09, 2015","1,154.80","1,163.60","1,154.80","1,159.00"
"Jul 08, 2015","1,152.60","1,163.30","1,146.40","1,163.30"
"Jul 07, 2015","1,166.80","1,166.80","1,149.50","1,152.40"
"Jul 06, 2015","1,171.10","1,173.00","1,162.20","1,172.90"
"Jul 02, 2015","1,166.40","1,168.10","1,155.50","1,163.00"
"Jul 01, 2015","1,173.10","1,173.10","1,166.60","1,169.00"
"Jun 30, 2015","1,176.30","1,176.40","1,166.60","1,171.50"
"Jun 29, 2015","1,185.10","1,186.00","1,173.80","1,178.50"
"Jun 26, 2015","1,170.50","1,172.90","1,170.50","1,172.90"
"Jun 25, 2015","1,175.80","1,175.90","1,171.50","1,171.50"
"Jun 24, 2015","1,176.60","1,176.60","1,170.70","1,172.60"
"Jun 23, 2015","1,183.80","1,186.00","1,176.20","1,176.20"
"Jun 22, 2015","1,197.80","1,197.80","1,182.70","1,183.70"
"Jun 19, 2015","1,199.70","1,203.10","1,199.70","1,201.50"
"Jun 18, 2015","1,183.40","1,202.00","1,183.40","1,201.50"
"Jun 17, 2015","1,177.60","1,186.30","1,174.90","1,176.40"
"Jun 16, 2015","1,186.50","1,186.50","1,175.90","1,180.50"
"Jun 15, 2015","1,179.90","1,188.50","1,172.70","1,185.30"
"Jun 12, 2015","1,180.40","1,181.20","1,176.20","1,178.80"
"Jun 11, 2015","1,183.20","1,183.20","1,174.40","1,179.90"
"Jun 10, 2015","1,176.10","1,190.10","1,175.60","1,186.10"
"Jun 09, 2015","1,172.90","1,180.30","1,172.70","1,177.30"
"Jun 08, 2015","1,169.50","1,176.10","1,169.10","1,173.20"
"Jun 05, 2015","1,176.40","1,177.30","1,164.00","1,167.80"
"Jun 04, 2015","1,184.90","1,185.30","1,173.00","1,174.90"
"Jun 03, 2015","1,193.90","1,193.90","1,179.10","1,184.70"
"Jun 02, 2015","1,189.00","1,194.30","1,186.00","1,194.10"
"Jun 01, 2015","1,190.60","1,204.00","1,184.30","1,188.30"
"May 29, 2015","1,187.80","1,193.30","1,185.70","1,189.40"
"May 28, 2015","1,187.10","1,192.00","1,179.60","1,188.10"
"May 27, 2015","1,185.90","1,185.90","1,185.90","1,185.90"
"May 26, 2015","1,193.60","1,193.60","1,186.00","1,187.20"
"May 22, 2015","1,211.60","1,211.90","1,204.30","1,204.30"
"May 21, 2015","1,204.50","1,204.50","1,203.70","1,204.40"
"May 20, 2015","1,205.10","1,210.80","1,205.10","1,208.90"
"May 19, 2015","1,223.90","1,223.90","1,206.00","1,206.90"
"May 18, 2015","1,224.50","1,228.10","1,222.60","1,227.80"
"May 15, 2015","1,218.50","1,225.50","1,214.80","1,225.50"
"May 14, 2015","1,214.50","1,225.60","1,214.50","1,225.40"
"May 13, 2015","1,192.70","1,218.40","1,191.00","1,218.40"
"May 12, 2015","1,194.60","1,194.80","1,189.70","1,192.60"
"May 11, 2015","1,189.70","1,190.50","1,179.30","1,183.20"
"May 08, 2015","1,183.30","1,189.10","1,182.90","1,189.10"
"May 07, 2015","1,181.50","1,186.00","1,179.70","1,182.40"
"May 06, 2015","1,194.50","1,194.60","1,189.90","1,190.30"
"May 05, 2015","1,187.50","1,198.70","1,186.90","1,193.20"
"May 04, 2015","1,177.50","1,189.40","1,177.50","1,186.80"
"May 01, 2015","1,178.10","1,178.10","1,170.00","1,174.50"
"Apr 30, 2015","1,203.10","1,205.90","1,176.70","1,182.40"
"Apr 29, 2015","1,211.20","1,212.60","1,201.90","1,209.80"
"Apr 28, 2015","1,199.70","1,214.00","1,199.70","1,214.00"
"Apr 27, 2015","1,182.30","1,206.70","1,181.40","1,203.30"
"Apr 24, 2015","1,192.30","1,194.70","1,174.60","1,175.20"
"Apr 23, 2015","1,187.20","1,197.00","1,186.10","1,194.40"
"Apr 22, 2015","1,199.10","1,202.60","1,185.20","1,186.90"
"Apr 21, 2015","1,193.20","1,202.90","1,192.80","1,202.90"
"Apr 20, 2015","1,205.70","1,206.90","1,191.00","1,193.50"
"Apr 17, 2015","1,200.20","1,206.00","1,200.20","1,202.90"
"Apr 16, 2015","1,204.30","1,208.50","1,194.60","1,198.00"
"Apr 15, 2015","1,194.60","1,203.10","1,188.60","1,201.50"
"Apr 14, 2015","1,198.80","1,200.60","1,184.10","1,192.80"
"Apr 13, 2015","1,208.10","1,208.10","1,198.30","1,199.30"
"Apr 10, 2015","1,195.80","1,209.60","1,195.80","1,204.60"
"Apr 09, 2015","1,201.70","1,202.50","1,193.00","1,193.60"
"Apr 08, 2015","1,208.90","1,211.40","1,197.60","1,203.10"
"Apr 07, 2015","1,214.80","1,214.80","1,208.20","1,210.60"
"Apr 06, 2015","1,209.90","1,224.20","1,209.90","1,218.60"
"Apr 02, 2015","1,204.00","1,205.70","1,194.80","1,200.90"
"Apr 01, 2015","1,182.90","1,208.20","1,181.00","1,208.10"
"Mar 31, 2015","1,185.80","1,190.10","1,178.20","1,183.10"
"Mar 30, 2015","1,198.00","1,198.50","1,181.60","1,184.80"
"Mar 27, 2015","1,197.00","1,199.80","1,196.30","1,199.80"
"Mar 26, 2015","1,198.20","1,213.70","1,198.20","1,205.10"
"Mar 25, 2015","1,192.50","1,199.20","1,192.50","1,197.30"
"Mar 24, 2015","1,188.00","1,193.00","1,186.00","1,191.70"
"Mar 23, 2015","1,181.60","1,188.00","1,181.20","1,188.00"
"Mar 20, 2015","1,171.00","1,185.40","1,171.00","1,184.80"
"Mar 19, 2015","1,171.60","1,171.60","1,159.30","1,169.10"
"Mar 18, 2015","1,148.70","1,174.30","1,147.00","1,151.40"
"Mar 17, 2015","1,153.60","1,158.20","1,144.30","1,148.30"
"Mar 16, 2015","1,159.70","1,162.30","1,150.10","1,153.30"
"Mar 13, 2015","1,158.20","1,159.20","1,152.60","1,152.60"
"Mar 12, 2015","1,155.40","1,160.50","1,149.70","1,152.10"
"Mar 11, 2015","1,162.00","1,162.00","1,147.70","1,150.70"
"Mar 10, 2015","1,166.40","1,168.40","1,156.50","1,160.10"
"Mar 09, 2015","1,169.40","1,174.20","1,166.30","1,166.40"
"Mar 06, 2015","1,195.00","1,195.70","1,163.70","1,164.10"
"Mar 05, 2015","1,201.70","1,205.40","1,195.90","1,195.90"
"Mar 04, 2015","1,204.80","1,206.90","1,198.00","1,200.60"
"Mar 03, 2015","1,201.50","1,212.00","1,195.00","1,204.00"
"Mar 02, 2015","1,214.30","1,222.70","1,204.90","1,207.70"
"Feb 27, 2015","1,207.70","1,217.80","1,204.50","1,212.60"
"Feb 26, 2015","1,204.80","1,219.00","1,204.80","1,209.60"
"Feb 25, 2015","1,204.30","1,204.60","1,201.00","1,201.00"
"Feb 24, 2015","1,203.40","1,203.50","1,193.80","1,196.90"
"Feb 23, 2015","1,201.30","1,203.30","1,191.60","1,200.30"
"Feb 20, 2015","1,206.50","1,213.10","1,199.10","1,204.40"
"Feb 19, 2015","1,216.50","1,220.00","1,205.00","1,207.10"
"Feb 18, 2015","1,207.10","1,210.20","1,197.80","1,199.70"
"Feb 17, 2015","1,227.70","1,234.00","1,203.00","1,208.10"
"Feb 13, 2015","1,222.20","1,232.80","1,222.20","1,226.50"
"Feb 12, 2015","1,217.90","1,229.80","1,217.90","1,220.10"
"Feb 11, 2015","1,233.30","1,237.40","1,219.00","1,219.00"
"Feb 10, 2015","1,237.50","1,245.00","1,231.20","1,231.60"
"Feb 09, 2015","1,237.50","1,242.30","1,235.40","1,240.80"
"Feb 06, 2015","1,265.00","1,267.60","1,228.00","1,233.90"
"Feb 05, 2015","1,271.80","1,272.60","1,257.80","1,262.00"
"Feb 04, 2015","1,262.00","1,271.60","1,256.80","1,263.80"
"Feb 03, 2015","1,273.50","1,284.70","1,255.30","1,259.70"
"Feb 02, 2015","1,284.10","1,284.10","1,266.00","1,276.20"
"Jan 30, 2015","1,258.00","1,284.30","1,257.00","1,278.50"
"Jan 29, 2015","1,283.30","1,285.40","1,251.00","1,254.60"
"Jan 28, 2015","1,285.90","1,286.80","1,285.90","1,285.90"
"Jan 27, 2015","1,277.20","1,291.70","1,277.20","1,291.70"
"Jan 26, 2015","1,289.50","1,290.60","1,279.40","1,279.40"
"Jan 23, 2015","1,299.80","1,299.80","1,292.60","1,292.60"
"Jan 22, 2015","1,293.20","1,302.10","1,283.50","1,300.70"
"Jan 21, 2015","1,295.20","1,303.50","1,286.70","1,293.70"
"Jan 20, 2015","1,278.90","1,297.30","1,273.80","1,294.20"
"Jan 16, 2015","1,256.10","1,279.70","1,256.10","1,276.90"
"Jan 15, 2015","1,231.50","1,265.00","1,227.30","1,264.70"
"Jan 14, 2015","1,229.60","1,243.80","1,225.60","1,234.40"
"Jan 13, 2015","1,239.20","1,239.30","1,230.30","1,234.30"
"Jan 12, 2015","1,224.20","1,234.40","1,219.10","1,232.70"
"Jan 09, 2015","1,211.10","1,220.20","1,210.30","1,216.00"
"Jan 08, 2015","1,207.00","1,215.70","1,206.30","1,208.40"
"Jan 07, 2015","1,219.20","1,219.20","1,210.60","1,210.60"
"Jan 06, 2015","1,203.50","1,220.00","1,203.50","1,219.30"
"Jan 05, 2015","1,180.30","1,206.90","1,180.10","1,203.90"
"Jan 02, 2015","1,184.00","1,194.50","1,169.50","1,186.00"
"Dec 31, 2014","1,199.20","1,199.20","1,182.70","1,183.90"
"Dec 30, 2014","1,181.40","1,210.30","1,181.40","1,200.20"
"Dec 29, 2014","1,186.50","1,186.50","1,181.30","1,181.70"
"Dec 26, 2014","1,177.20","1,195.30","1,177.20","1,195.30"
"Dec 24, 2014","1,177.00","1,179.30","1,173.50","1,173.50"
"Dec 23, 2014","1,179.30","1,180.30","1,175.00","1,177.90"
"Dec 22, 2014","1,198.00","1,198.00","1,172.70","1,179.70"
"Dec 19, 2014","1,198.00","1,200.80","1,195.90","1,195.90"
"Dec 18, 2014","1,189.70","1,207.30","1,189.70","1,194.70"
"Dec 17, 2014","1,198.20","1,199.60","1,184.00","1,194.30"
"Dec 16, 2014","1,197.20","1,222.00","1,192.70","1,193.90"
"Dec 15, 2014","1,223.10","1,223.10","1,198.40","1,207.20"
"Dec 12, 2014","1,227.80","1,227.80","1,216.20","1,222.00"
"Dec 11, 2014","1,226.60","1,231.20","1,216.20","1,225.10"
"Dec 10, 2014","1,231.20","1,234.60","1,226.60","1,228.90"
"Dec 09, 2014","1,202.00","1,238.00","1,202.00","1,231.50"
"Dec 08, 2014","1,190.60","1,207.00","1,187.20","1,194.70"
"Dec 05, 2014","1,203.10","1,206.00","1,186.70","1,190.10"
"Dec 04, 2014","1,208.20","1,213.00","1,201.60","1,207.50"
"Dec 03, 2014","1,198.10","1,213.70","1,196.10","1,208.50"
"Dec 02, 2014","1,212.30","1,212.30","1,191.30","1,199.20"
"Dec 01, 2014","1,160.00","1,220.40","1,141.70","1,218.00"
"Nov 28, 2014","1,197.00","1,198.20","1,163.80","1,175.20"
"Nov 26, 2014","1,200.50","1,201.00","1,193.70","1,196.60"
"Nov 25, 2014","1,197.10","1,197.10","1,197.10","1,197.10"
"Nov 24, 2014","1,197.70","1,197.90","1,195.50","1,195.50"
"Nov 21, 2014","1,191.00","1,202.40","1,189.00","1,197.50"
"Nov 20, 2014","1,191.80","1,191.90","1,190.70","1,190.70"
"Nov 19, 2014","1,196.50","1,198.30","1,190.60","1,193.60"
"Nov 18, 2014","1,197.10","1,197.10","1,193.90","1,196.70"
"Nov 17, 2014","1,183.10","1,186.90","1,180.60","1,183.00"
"Nov 14, 2014","1,155.20","1,191.00","1,148.00","1,185.00"
"Nov 13, 2014","1,163.70","1,164.50","1,155.00","1,161.10"
"Nov 12, 2014","1,162.50","1,168.10","1,157.50","1,158.90"
"Nov 11, 2014","1,155.00","1,170.50","1,151.60","1,162.80"
"Nov 10, 2014","1,171.00","1,171.00","1,150.70","1,159.60"
"Nov 07, 2014","1,139.90","1,169.70","1,133.00","1,169.60"
"Nov 06, 2014","1,141.10","1,147.50","1,137.90","1,142.30"
"Nov 05, 2014","1,168.10","1,168.70","1,137.80","1,145.40"
"Nov 04, 2014","1,166.90","1,171.00","1,165.00","1,167.40"
"Nov 03, 2014","1,166.40","1,172.30","1,163.10","1,169.40"
"Oct 31, 2014","1,199.60","1,199.70","1,161.40","1,171.10"
"Oct 30, 2014","1,213.70","1,214.70","1,195.80","1,198.10"
"Oct 29, 2014","1,224.30","1,224.30","1,224.30","1,224.30"
"Oct 28, 2014","1,224.90","1,231.00","1,224.70","1,229.20"
"Oct 27, 2014","1,230.20","1,230.20","1,227.30","1,229.10"
"Oct 24, 2014","1,229.40","1,232.70","1,229.40","1,231.20"
"Oct 23, 2014","1,228.00","1,228.50","1,227.90","1,228.50"
"Oct 22, 2014","1,244.80","1,244.80","1,244.80","1,244.80"
"Oct 21, 2014","1,251.00","1,251.00","1,251.00","1,251.00"
"Oct 20, 2014","1,237.30","1,244.00","1,235.40","1,244.00"
"Oct 17, 2014","1,237.40","1,238.30","1,232.60","1,238.30"
"Oct 16, 2014","1,242.10","1,243.00","1,236.70","1,240.50"
"Oct 15, 2014","1,243.70","1,247.00","1,243.70","1,244.10"
"Oct 14, 2014","1,235.90","1,235.90","1,233.60","1,233.60"
"Oct 13, 2014","1,229.80","1,234.00","1,227.00","1,229.30"
"Oct 10, 2014","1,223.50","1,223.50","1,217.00","1,221.00"
"Oct 09, 2014","1,223.90","1,229.00","1,223.90","1,224.60"
"Oct 08, 2014","1,210.20","1,217.90","1,205.30","1,205.30"
"Oct 07, 2014","1,209.10","1,211.70","1,205.30","1,211.70"
"Oct 06, 2014","1,187.70","1,208.00","1,182.80","1,206.70"
"Oct 03, 2014","1,212.40","1,212.40","1,191.00","1,192.20"
"Oct 02, 2014","1,215.30","1,219.50","1,210.30","1,214.20"
"Oct 01, 2014","1,207.70","1,217.80","1,205.50","1,214.60"
"Sep 30, 2014","1,214.80","1,218.20","1,204.00","1,210.50"
"Sep 29, 2014","1,216.30","1,222.20","1,214.80","1,217.50"
"Sep 26, 2014","1,214.10","1,214.10","1,214.10","1,214.10"
"Sep 25, 2014","1,209.50","1,221.20","1,209.50","1,221.20"
"Sep 24, 2014","1,218.60","1,218.60","1,216.80","1,218.60"
"Sep 23, 2014","1,221.00","1,221.00","1,221.00","1,221.00"
"Sep 22, 2014","1,214.90","1,216.80","1,212.40","1,216.80"
"Sep 19, 2014","1,218.30","1,218.30","1,215.30","1,215.30"
"Sep 18, 2014","1,216.20","1,225.70","1,216.20","1,225.70"
"Sep 17, 2014","1,236.20","1,236.20","1,221.90","1,234.40"
"Sep 16, 2014","1,238.30","1,238.30","1,235.20","1,235.20"
"Sep 15, 2014","1,226.70","1,235.00","1,226.70","1,233.60"
"Sep 12, 2014","1,227.00","1,229.90","1,227.00","1,229.90"
"Sep 11, 2014","1,237.40","1,237.40","1,237.40","1,237.40"
"Sep 10, 2014","1,256.70","1,256.70","1,243.50","1,243.50"
"Sep 09, 2014","1,246.80","1,246.80","1,246.80","1,246.80"
"Sep 08, 2014","1,268.40","1,268.40","1,252.70","1,252.70"
"Sep 05, 2014","1,263.20","1,268.10","1,263.20","1,265.80"
"Sep 04, 2014","1,268.70","1,272.70","1,260.40","1,265.10"
"Sep 03, 2014","1,266.30","1,271.10","1,263.10","1,268.90"
"Sep 02, 2014","1,284.50","1,286.40","1,262.50","1,263.70"
"Aug 29, 2014","1,289.50","1,289.70","1,284.80","1,285.80"
"Aug 28, 2014","1,284.50","1,293.70","1,284.30","1,288.70"
"Aug 27, 2014","1,281.50","1,282.30","1,281.50","1,281.90"
"Aug 26, 2014","1,289.40","1,289.50","1,281.10","1,283.80"
"Aug 25, 2014","1,277.30","1,277.60","1,273.70","1,277.30"
"Aug 22, 2014","1,276.00","1,280.00","1,275.00","1,278.60"
"Aug 21, 2014","1,290.00","1,290.00","1,272.00","1,273.70"
"Aug 20, 2014","1,295.40","1,295.80","1,288.40","1,293.40"
"Aug 19, 2014","1,298.80","1,301.60","1,294.00","1,295.10"
"Aug 18, 2014","1,301.40","1,302.10","1,295.70","1,297.70"
"Aug 15, 2014","1,311.70","1,312.80","1,292.00","1,304.50"
"Aug 14, 2014","1,311.80","1,316.40","1,309.70","1,313.90"
"Aug 13, 2014","1,308.80","1,312.80","1,305.00","1,312.80"
"Aug 12, 2014","1,306.20","1,315.80","1,305.80","1,308.80"
"Aug 11, 2014","1,308.40","1,309.70","1,305.30","1,308.50"
"Aug 08, 2014","1,310.80","1,321.40","1,308.00","1,308.90"
"Aug 07, 2014","1,305.30","1,313.10","1,302.50","1,310.80"
"Aug 06, 2014","1,288.10","1,309.00","1,287.80","1,306.70"
"Aug 05, 2014","1,288.00","1,292.70","1,282.60","1,284.00"
"Aug 04, 2014","1,294.40","1,295.00","1,285.90","1,287.70"
"Aug 01, 2014","1,284.10","1,296.60","1,279.70","1,293.60"
"Jul 31, 2014","1,295.10","1,297.30","1,280.60","1,281.30"
"Jul 30, 2014","1,298.60","1,303.00","1,291.00","1,294.90"
"Jul 29, 2014","1,310.90","1,310.90","1,298.30","1,298.30"
"Jul 28, 2014","1,307.40","1,308.00","1,303.30","1,303.30"
"Jul 25, 2014","1,294.80","1,303.10","1,294.80","1,303.10"
"Jul 24, 2014","1,297.50","1,297.50","1,290.60","1,290.60"
"Jul 23, 2014","1,304.50","1,304.50","1,304.50","1,304.50"
"Jul 22, 2014","1,306.10","1,306.10","1,306.10","1,306.10"
"Jul 21, 2014","1,311.00","1,315.50","1,311.00","1,313.70"
